,predus,ispred,dockpred,logisticregresion,linearregression,randomforest,xgboost
predus,predus,-0.094,-0.085,-0.153,-0.155,-0.162,-0.172
ispred,-12.785,ispred,0.01,-0.059,-0.06,-0.068,-0.078
dockpred,-12.979,-0.408,dockpred,-0.069,-0.07,-0.078,-0.087
logisticregresion,-51.493,-28.41,-18.394,logisticregresion,-0.001,-0.009,-0.019
linearregression,-54.271,-28.045,-19.283,-6.168,linearregression,-0.007,-0.017
randomforest,-64.053,-23.215,-27.528,-4.814,-4.004,randomforest,-0.01
xgboost,-67.614,-28.039,-34.089,-12.455,-11.468,-10.487,xgboost
