,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_loss,param_max_depth,param_max_leaf_nodes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.38323016166687013,0.03286603568604168,0.023889589309692382,0.00438344561542419,squared_error,,,"{'loss': 'squared_error', 'max_depth': None, 'max_leaf_nodes': None}",0.819614704834799,0.8224440218635816,0.8142305669677697,0.7789249690071504,0.7868443177413711,0.8044117160829345,0.017949331533240246,32
1,0.06288976669311523,0.008582793212014548,0.007621383666992188,0.0012448739260198212,squared_error,,5,"{'loss': 'squared_error', 'max_depth': None, 'max_leaf_nodes': 5}",0.8651519080340551,0.8792322524334353,0.8709300069968334,0.8254615825698277,0.8370651148726882,0.855568172981368,0.020671683645866863,4
2,0.05828800201416016,0.01933950313306028,0.0076313972473144535,0.0018384402841076955,squared_error,,10,"{'loss': 'squared_error', 'max_depth': None, 'max_leaf_nodes': 10}",0.8647033445548715,0.8786674100549907,0.8686343111707139,0.8184598502448285,0.8362913620753373,0.8533512556201484,0.022413386724622907,17
3,0.0610623836517334,0.01387881501780915,0.007903432846069336,0.0015426403320643498,squared_error,,15,"{'loss': 'squared_error', 'max_depth': None, 'max_leaf_nodes': 15}",0.8650181586245643,0.8784141934070748,0.8644556934489904,0.8231414345302523,0.8358724252284793,0.8533803810478723,0.020521766865511246,16
4,0.07010083198547364,0.0291230217198486,0.008640336990356445,0.004231664475734865,squared_error,5,,"{'loss': 'squared_error', 'max_depth': 5, 'max_leaf_nodes': None}",0.8626235226092386,0.8735250876965913,0.8666836915472869,0.8203788620044926,0.8227053118324154,0.849183295138005,0.022848218407568784,26
5,0.05791363716125488,0.012458204170895245,0.00697622299194336,0.0010887310377529383,squared_error,5,5,"{'loss': 'squared_error', 'max_depth': 5, 'max_leaf_nodes': 5}",0.859462528556803,0.8757313580443579,0.871378521963778,0.8243062246598083,0.8393826858010522,0.8540522638051599,0.019490903915156767,10
6,0.048212528228759766,0.008386570884778923,0.006517601013183594,0.0009248885056915547,squared_error,5,10,"{'loss': 'squared_error', 'max_depth': 5, 'max_leaf_nodes': 10}",0.86560941297794,0.8746461438390034,0.8665852985764134,0.8184715960276474,0.8368901652065677,0.8524405233255145,0.021271039294592814,23
7,0.06244359016418457,0.01285131164498118,0.008194160461425782,0.001719450212579058,squared_error,5,15,"{'loss': 'squared_error', 'max_depth': 5, 'max_leaf_nodes': 15}",0.8673246839564789,0.8708435798130246,0.8649601326258758,0.820837659400061,0.8375655856388858,0.8523063282868651,0.019681799108487795,24
8,0.14174652099609375,0.018216232369233757,0.011579561233520507,0.003026171006504392,squared_error,10,,"{'loss': 'squared_error', 'max_depth': 10, 'max_leaf_nodes': None}",0.8494549804703508,0.8502759497283645,0.8296645276240368,0.8011369561836029,0.8151658826026282,0.8291396593217968,0.019178886052622243,27
9,0.05208673477172852,0.015588076646625636,0.006344890594482422,0.0013310097871743686,squared_error,10,5,"{'loss': 'squared_error', 'max_depth': 10, 'max_leaf_nodes': 5}",0.8597695188448821,0.8787132080856754,0.8673647334924066,0.8240179190815224,0.8371124373233603,0.8533955633655694,0.020024656471683902,14
10,0.05884265899658203,0.015427657236028111,0.007458639144897461,0.002179846491322137,squared_error,10,10,"{'loss': 'squared_error', 'max_depth': 10, 'max_leaf_nodes': 10}",0.8663998012014348,0.878502138900781,0.8652212524331937,0.8227340694261188,0.8396701031096792,0.8545054730142414,0.02030592638327578,6
11,0.07023406028747559,0.021157590307649604,0.008645772933959961,0.0026322129445364197,squared_error,10,15,"{'loss': 'squared_error', 'max_depth': 10, 'max_leaf_nodes': 15}",0.8639513301173866,0.8785678491187198,0.8655610025206542,0.8195347673391777,0.8379113877892509,0.8531052673770377,0.02134927602335717,20
12,0.2318629264831543,0.015093853640188032,0.015957212448120116,0.0011773616062200935,squared_error,15,,"{'loss': 'squared_error', 'max_depth': 15, 'max_leaf_nodes': None}",0.8344878999628929,0.8254939052113512,0.8228566310695289,0.7911441424670914,0.8010568270931887,0.8150078811608106,0.01621814195330291,30
13,0.052019691467285155,0.009106197105409166,0.006900691986083984,0.0016042057165713704,squared_error,15,5,"{'loss': 'squared_error', 'max_depth': 15, 'max_leaf_nodes': 5}",0.8650977004043031,0.878126794171039,0.8699194467119368,0.8248223272382212,0.834112685612582,0.8544157908276164,0.020998416064671854,7
14,0.047588443756103514,0.011895666292356095,0.006386089324951172,0.0009293588924007872,squared_error,15,10,"{'loss': 'squared_error', 'max_depth': 15, 'max_leaf_nodes': 10}",0.8654125144739959,0.8767820577918048,0.8650153560311806,0.822204263434417,0.837594675630208,0.8534017734723214,0.02024312164107069,13
