,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09981060028076172,0.004168752167678316,0.007163906097412109,0.0004493200790204745,True,0.0,,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.7522698280705362,0.7452384982228372,0.7530587319136339,0.7169506595257052,0.7280212824015385,0.7391078000268503,0.014277973885300103,31
1,0.501942777633667,0.02716529297496698,0.030185174942016602,0.0007572635641371478,True,0.0,,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.7923201387119224,0.7995927957706515,0.795938444684649,0.7678832212916161,0.7725820276297557,0.7856633256177189,0.012893206257942035,27
2,0.9882384777069092,0.02263552845636533,0.05862574577331543,0.0048185800563007135,True,0.0,,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.805354186319261,0.8079735035161604,0.8145014980399896,0.770845116192487,0.7808388734060937,0.7959026354947984,0.01694551006964537,26
3,2.0051059246063234,0.09888505231892804,0.11509041786193848,0.008670704417403637,True,0.0,,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.8074543128409865,0.8151813834323965,0.8125671370841145,0.7720517284275351,0.782559484935072,0.797962809344021,0.017369518347483643,25
4,0.043900060653686526,0.0025457658944469564,0.003731822967529297,0.00028454322404046495,True,0.0,5,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8627274671363917,0.876908500180869,0.8708209617954953,0.8203737009787087,0.838595822021697,0.8538852904226323,0.02122198724200925,7
5,0.21735916137695313,0.010736455129542887,0.011008024215698242,0.0007580625558350159,True,0.0,5,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8657385053745655,0.880469131131709,0.8708255871060917,0.8209430155126197,0.8360443020081927,0.8548041082266357,0.022509758578590607,3
6,0.43692402839660643,0.01363421824955606,0.0205594539642334,0.0017764396056119524,True,0.0,5,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8667669600957333,0.8813658432977238,0.8710953968908943,0.8179768494179965,0.8370491358633705,0.8548508371131437,0.02360303708511037,2
7,0.8519147396087646,0.010593887730797204,0.037891817092895505,0.0027157216394858557,True,0.0,5,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8681929374350813,0.8812301085546075,0.8707164017438261,0.8206022098444609,0.836646382884924,0.85547760809258,0.022925968498916816,1
8,0.06711673736572266,0.0012091187943329082,0.004844379425048828,0.0003350781023360418,True,0.0,10,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8587369659523927,0.8669537340329149,0.84977523793719,0.8132196294098741,0.8222361845075719,0.8421843503679888,0.020890272402674704,16
9,0.33048691749572756,0.009612785555087546,0.017391681671142578,0.0013296108542705275,True,0.0,10,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.8674902873339683,0.8723635434400958,0.861736010818181,0.8177584846374059,0.8369151580160135,0.851252696849133,0.020720300826915797,10
10,0.6535250663757324,0.01424870935723329,0.03324966430664063,0.002690827562793523,True,0.0,10,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 100}",0.8647368750475015,0.8759941989161133,0.8630385263143732,0.8179154510078059,0.8348934036191227,0.8513156909809834,0.02150278752332717,9
11,1.3079000949859618,0.020895411902011624,0.06462273597717286,0.005179347287909307,True,0.0,10,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 200}",0.8636182605572619,0.8766121404605688,0.8636517303707425,0.8181900531728028,0.833727550516204,0.851159947015516,0.02167934836000268,11
12,0.08547663688659668,0.0021585060487306945,0.006121635437011719,0.0003944276378049811,True,0.0,15,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 10}",0.8224450509738,0.8191512098313105,0.801687565595314,0.7811523965490178,0.7991459014660536,0.8047164248830991,0.014954165644524835,23
