,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2042325496673584,0.0055054888149688435,0.014122676849365235,0.0006388484690651804,True,0.0,,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.7668905162670666,0.7525835724450043,0.7504327537214215,0.7500372198442291,0.7519526458559519,0.7543793416267347,0.00632570482819656,30
1,0.9896525382995606,0.023063012329175788,0.05349860191345215,0.00579714597038761,True,0.0,,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.7956279699852891,0.8097803309836439,0.7860250093415714,0.7933773560794029,0.794863615837665,0.7959348564455144,0.007716019422883222,27
2,2.0197661399841307,0.12818081002518245,0.10189094543457031,0.0063090062982396585,True,0.0,,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.805400408744617,0.8169804278349313,0.802931298174266,0.7995935972589324,0.8092831544662331,0.8068377772957959,0.005977591176219355,26
3,3.7731669425964354,0.06702494828532236,0.18684425354003906,0.006322517431730075,True,0.0,,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.8049099486256256,0.8206135577322963,0.8019788923937886,0.8025207851215097,0.814573425184872,0.8089193218116183,0.007401485585299918,25
4,0.08564934730529786,0.004640785791144241,0.008768367767333984,0.0002403393336750148,True,0.0,5,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8526650561230088,0.8881297244162578,0.8591968855635792,0.8574861653944438,0.8739372860240262,0.8662830235042632,0.013030066573699466,6
5,0.4088122844696045,0.009383091454373656,0.02696676254272461,0.0007840480056499404,True,0.0,5,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8552995037468255,0.8893606769293637,0.8630451784457364,0.8586388207403732,0.8726491866911348,0.8677986733106866,0.012257041506276203,1
6,0.8123620033264161,0.0056101225907217046,0.05031509399414062,0.0020333732748037537,True,0.0,5,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8562227719435644,0.8888983407379522,0.8614907844312938,0.8595352601614392,0.872396178617295,0.8677086671783091,0.011902667486890813,2
7,1.6351090908050536,0.0201642897721955,0.09620771408081055,0.0027266281656125246,True,0.0,5,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8558256134372146,0.8888860734444871,0.8612870078295403,0.8588884994688002,0.872881217513283,0.867553682338665,0.012127305925532095,3
8,0.1301877975463867,0.0014186769939977188,0.010569143295288085,0.00033474319678961453,True,0.0,10,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8460345143553583,0.8830916877623893,0.8500321523849248,0.8486510389713912,0.8656522323959225,0.8586923251739972,0.013998681361594932,15
9,0.6364351272583008,0.008483611799395888,0.03668208122253418,0.0012579731469547363,True,0.0,10,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.8510922972973727,0.8846590858815115,0.8544687470128697,0.8529767651168451,0.8651844877227031,0.8616762766062603,0.0124913383464314,11
10,1.2551217555999756,0.016606186133224784,0.06821503639221191,0.001929344900116707,True,0.0,10,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 100}",0.8520567853110398,0.8855196063526078,0.8574365424889422,0.8548447162793483,0.8684447689780075,0.863660483881989,0.01226223180729183,10
