,precision,recall
0,0.07488986784140969,1.0
1,0.08299338866225911,0.9640522875816994
2,0.08547510647672199,0.9509803921568627
3,0.08818154127322571,0.946078431372549
4,0.09036334913112164,0.934640522875817
5,0.09313725490196079,0.9313725490196079
6,0.09580634162973065,0.9183006535947712
7,0.09889718961223763,0.9084967320261438
8,0.10231267345050879,0.9035947712418301
9,0.10546574287913779,0.8954248366013072
10,0.10890094434398231,0.8856209150326797
11,0.11295054484492875,0.880718954248366
12,0.11686325906509393,0.8741830065359477
13,0.12047920433996383,0.8709150326797386
14,0.12415085500117123,0.8660130718954249
15,0.12766472868217055,0.8611111111111112
16,0.13124215809284817,0.8545751633986928
17,0.13479623824451412,0.8431372549019608
18,0.13976164680390032,0.8431372549019608
19,0.14378165447383232,0.8349673202614379
20,0.1491485613623018,0.8300653594771242
21,0.15361262902246509,0.826797385620915
22,0.15766331658291458,0.8202614379084967
23,0.1615734720416125,0.8120915032679739
24,0.16683518705763398,0.8088235294117647
25,0.1719077568134172,0.803921568627451
26,0.17617328519855596,0.7973856209150327
27,0.17922077922077922,0.7892156862745098
28,0.18337781166603126,0.7859477124183006
29,0.1863672182821119,0.7728758169934641
30,0.19146341463414634,0.7696078431372549
31,0.19529609407811843,0.7598039215686274
32,0.19799825935596171,0.7434640522875817
33,0.2025997310623039,0.738562091503268
34,0.20767807585568918,0.7336601307189542
35,0.21282660332541567,0.7320261437908496
36,0.21605839416058395,0.7254901960784313
37,0.22055137844611528,0.7189542483660131
38,0.22565687789799072,0.7156862745098039
39,0.22955145118733508,0.7107843137254902
40,0.23353293413173654,0.7009803921568627
41,0.23772321428571427,0.696078431372549
42,0.24102564102564103,0.6911764705882353
43,0.24736842105263157,0.6911764705882353
44,0.2501492537313433,0.684640522875817
45,0.25213675213675213,0.6748366013071896
46,0.2543532338308458,0.6683006535947712
47,0.2568167406467977,0.6617647058823529
48,0.26019417475728157,0.6568627450980392
49,0.26277372262773724,0.6470588235294118
50,0.2671651937457512,0.6421568627450981
51,0.271280276816609,0.6405228758169934
52,0.2745236414961186,0.6356209150326797
53,0.2780979827089337,0.630718954248366
54,0.281365998515219,0.619281045751634
55,0.2861491628614916,0.6143790849673203
56,0.29012345679012347,0.6143790849673203
57,0.2940251572327044,0.6111111111111112
58,0.29734085414987915,0.6029411764705882
59,0.2986798679867987,0.5915032679738562
60,0.30405405405405406,0.5882352941176471
61,0.30815450643776826,0.5866013071895425
62,0.31370826010544817,0.5833333333333334
63,0.31863186318631864,0.5784313725490197
64,0.3226102941176471,0.5735294117647058
65,0.3236397748592871,0.5637254901960784
66,0.3256924546322827,0.5571895424836601
67,0.3262135922330097,0.5490196078431373
68,0.33400402414486924,0.5424836601307189
69,0.3391572456320658,0.5392156862745098
70,0.3477801268498943,0.5375816993464052
71,0.3516720604099245,0.5326797385620915
72,0.3566666666666667,0.5245098039215687
73,0.36281179138321995,0.5228758169934641
74,0.36342592592592593,0.5130718954248366
75,0.36427732079905994,0.5065359477124183
76,0.372289156626506,0.5049019607843137
77,0.37192118226600984,0.4934640522875817
78,0.3780025284450063,0.48856209150326796
79,0.38156209987195905,0.4869281045751634
