,fit_time,score_time,estimator,test_score,coefs
0,0.004548788070678711,0.0015752315521240234,LinearRegression(),0.8555631185444488,[0.18341588 0.31090431 0.17111243]
1,0.0013859272003173828,0.001316070556640625,LinearRegression(),0.8732509632520585,[0.19612187 0.3134166  0.16339176]
2,0.0013399124145507812,0.0015120506286621094,LinearRegression(),0.8661657969213933,[0.18079372 0.28468036 0.18040129]
3,0.0013318061828613281,0.0014889240264892578,LinearRegression(),0.819005851179508,[0.18489745 0.3154199  0.16843463]
4,0.0013251304626464844,0.0015261173248291016,LinearRegression(),0.8379927168494967,[0.18170518 0.3249567  0.15699717]
