,params,mean roc auc,+/- std
0,{'loss': 'squared_error'},0.8507835814001252,0.04259829232024549
1,{'loss': 'absolute_error'},0.5,0.0
2,{'loss': 'poisson'},0.8465767998685292,0.039887325567982725
