,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.10422954559326172,0.00663566387463764,0.007400369644165039,0.0005248942909967588,True,0.0,,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.754494389976022,0.762240187440056,0.7478992680235739,0.7156509708601365,0.7148992380061145,0.7390368108611807,0.019926848820603794,30
1,0.4964101791381836,0.020153341529671864,0.029543256759643553,0.0016634631303022633,True,0.0,,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.798812573487663,0.7999827427710463,0.793882143722136,0.7571534486864122,0.7735002060882483,0.7846662229511011,0.01674085355576167,27
2,0.9836138248443603,0.03963707507071581,0.05737581253051758,0.0038538355443174877,True,0.0,,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.7984243648952135,0.8099677090696695,0.8093968370724531,0.7624755340682872,0.7759234843090226,0.7912375858829291,0.01894203285041068,26
3,1.9708627223968507,0.05736760876913613,0.1143923282623291,0.008098493720529358,True,0.0,,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.8080561851836952,0.8128463476070529,0.8094994348711416,0.7719333807673128,0.7818914394301312,0.7968453575718668,0.01664972231747213,24
4,0.04599943161010742,0.003949698098691939,0.0038958072662353517,0.00018423986950736004,True,0.0,5,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8638010017420953,0.8794881240396517,0.8689247246118104,0.819887318790156,0.8358478421372213,0.853589802264187,0.022184616518817524,8
5,0.2088545322418213,0.006012026223252104,0.010690641403198243,0.0007437408843391721,True,0.0,5,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8672239061980742,0.8812998012099973,0.8688413288601441,0.8200663529949432,0.8358660745965709,0.854659492771946,0.02288481103088013,4
6,0.42089357376098635,0.011415682440339265,0.02000279426574707,0.001452831522718162,True,0.0,5,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8680154121046568,0.8804641530848957,0.8713538536405961,0.8203411331263467,0.8370153341128905,0.8554379772138772,0.022842936384450625,1
7,0.8440552234649659,0.014072404100526572,0.0383552074432373,0.0024552342340213957,True,0.0,5,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.867559397404889,0.8810585318744337,0.8718697860135093,0.8193977332062891,0.8359191331018698,0.8551609163201981,0.023464213768590696,2
8,0.06627082824707031,0.0032379828568934975,0.0048675537109375,0.0003454634038837084,True,0.0,10,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.855760389609422,0.8643661452992305,0.8579260163349152,0.8149982256749285,0.8255137251495676,0.8437129004136128,0.01964410196502086,16
9,0.32896852493286133,0.006042446487609965,0.01745429039001465,0.0013381155665821553,True,0.0,10,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.863109528471859,0.8747317662441965,0.8613636032346899,0.8178723831374695,0.8344617655084481,0.8503078093193326,0.02090836311279379,12
