,fit_time,score_time,estimator,test_score,coefs
0,0.013700246810913086,0.0019488334655761719,LogisticRegression(),0.8549197056469819,[[1.2455849  2.79712477 1.55757666]]
1,0.01159977912902832,0.0017251968383789062,LogisticRegression(),0.8725520454794357,[[1.28093026 2.82179551 1.42429362]]
2,0.010113954544067383,0.0016667842864990234,LogisticRegression(),0.8659942399465372,[[1.28015143 2.66061033 1.6752553 ]]
3,0.01050114631652832,0.0017778873443603516,LogisticRegression(),0.8185192910245489,[[1.21824972 2.87892347 1.51299444]]
4,0.011330127716064453,0.0017800331115722656,LogisticRegression(),0.8369811226442228,[[1.201136   2.91366658 1.38256798]]
