,precision,recall
0,0.08481875822466803,1.0
1,0.12192494164122823,0.9576868829337094
2,0.12194683908045977,0.9576868829337094
3,0.1219906575637801,0.9576868829337094
4,0.1221442705522576,0.9576868829337094
5,0.12223222322232223,0.9576868829337094
6,0.12229827089337175,0.9576868829337094
7,0.1223203026481715,0.9576868829337094
8,0.1224526600541028,0.9576868829337094
9,0.12258530420653548,0.9576868829337094
10,0.12282923299565847,0.9576868829337094
11,0.12289287656334964,0.9562764456981664
12,0.12318049490538574,0.9548660084626234
13,0.12320029159832331,0.9534555712270804
14,0.1235605922134893,0.9534555712270804
15,0.12378507243719054,0.9520451339915373
16,0.124056690594515,0.9506346967559943
17,0.12479170523977041,0.9506346967559943
18,0.125,0.9478138222849083
19,0.1256319041378019,0.9464033850493653
20,0.12655601659751037,0.9464033850493653
21,0.12773653150580622,0.9464033850493653
22,0.12869198312236288,0.9464033850493653
23,0.12970143466459869,0.9435825105782792
24,0.1306562193927522,0.9407616361071932
25,0.13198573127229488,0.9393511988716502
26,0.1330532212885154,0.9379407616361072
27,0.13477908390758006,0.9379407616361072
28,0.1357391839245438,0.9337094499294781
29,0.13748701973001037,0.9337094499294781
30,0.13862633900441085,0.9308885754583921
31,0.14005959982971478,0.9280677009873061
32,0.14156040631078454,0.923836389280677
33,0.14317083882301274,0.919605077574048
34,0.14524392960570284,0.919605077574048
35,0.14643501805054152,0.9153737658674189
36,0.14811428571428573,0.9139633286318759
37,0.14981447124304267,0.9111424541607899
38,0.15177940136695733,0.9083215796897038
39,0.1532567049808429,0.9026798307475318
40,0.15504252733900364,0.8998589562764457
41,0.15636542723467126,0.8956276445698167
42,0.1579474342928661,0.8899858956276445
43,0.15973630831643001,0.8885754583921015
44,0.16132341626057964,0.8871650211565585
45,0.16310578426263678,0.8829337094499294
46,0.1641988365943945,0.8758815232722144
47,0.1663541387623895,0.8758815232722144
48,0.16775067750677508,0.8730606488011283
49,0.16900633085604183,0.8660084626234132
50,0.1705685618729097,0.8631875881523272
51,0.1718794026486334,0.8603667136812412
52,0.1732574679943101,0.8589562764456982
53,0.17479088549177962,0.8547249647390691
54,0.17669392523364486,0.8533145275035261
55,0.17899408284023668,0.8533145275035261
56,0.18089248277927522,0.8519040902679831
57,0.1824773413897281,0.8519040902679831
58,0.18454017720745494,0.8519040902679831
59,0.18603213844252164,0.849083215796897
60,0.18744142455482662,0.846262341325811
61,0.18913798547521313,0.844851904090268
62,0.19044585987261148,0.843441466854725
63,0.191591784338896,0.842031029619182
64,0.19305645684620376,0.8392101551480959
65,0.19408866995073892,0.8335684062059239
66,0.19491245457548728,0.8321579689703809
67,0.196524064171123,0.8293370944992948
68,0.19690860215053763,0.8265162200282088
69,0.1976980365605958,0.8236953455571228
70,0.19809069212410502,0.8194640338504936
71,0.19876203576341128,0.8152327221438646
72,0.19951338199513383,0.8095909732016925
73,0.20204153467089053,0.8095909732016925
74,0.20290883291947498,0.8067700987306065
75,0.20400142908181493,0.8053596614950634
76,0.20497118155619595,0.8025387870239774
77,0.20632037776970577,0.8011283497884344
78,0.20666910956394283,0.7954866008462623
79,0.2077490774907749,0.7940761636107193
80,0.20898292501855975,0.7940761636107193
81,0.20926756352765322,0.7898448519040903
82,0.21076401957094468,0.7898448519040903
83,0.21212121212121213,0.7898448519040903
84,0.21305841924398625,0.7870239774330042
85,0.21390168970814133,0.7856135401974612
86,0.21481194261341605,0.7813822284908322
87,0.21657544956997654,0.7813822284908322
88,0.21771653543307087,0.7799717912552891
89,0.21795886075949367,0.7771509167842031
90,0.21956087824351297,0.7757404795486601
91,0.21967871485943774,0.771509167842031
92,0.22109943411479385,0.771509167842031
93,0.22104835432750913,0.767277856135402
94,0.22176591375770022,0.7616361071932299
95,0.22332506203473945,0.7616361071932299
96,0.22426010837849103,0.7588152327221439
97,0.22529313232830822,0.7588152327221439
98,0.22648671446646984,0.7574047954866009
99,0.22734970364098223,0.7574047954866009
100,0.22789115646258504,0.7559943582510579
101,0.22873022659256093,0.7545839210155149
102,0.23017241379310344,0.7531734837799718
103,0.22987012987012986,0.7489421720733427
104,0.2309699869508482,0.7489421720733427
105,0.23140857392825898,0.7461212976022567
106,0.23175021987686895,0.7433004231311706
107,0.2323008849557522,0.7404795486600846
108,0.23254779902178746,0.7376586741889986
109,0.2325268817204301,0.7320169252468265
110,0.23253717890941866,0.7277856135401974
111,0.23324275362318841,0.7263751763046544
112,0.23406193078324225,0.7249647390691114
113,0.2348345588235294,0.7207334273624824
114,0.2351851851851852,0.7165021156558533
115,0.23633815973843997,0.7136812411847673
116,0.236755743084857,0.7122708039492243
117,0.2369288742345737,0.7094499294781382
118,0.23760037789324515,0.7094499294781382
119,0.23904761904761904,0.7080394922425952
120,0.23994252873563218,0.7066290550070522
121,0.24059787849566056,0.7038081805359662
122,0.24104549854791868,0.7023977433004231
123,0.24112785610111814,0.6995768688293371
124,0.24144672531769307,0.6967559943582511
125,0.24237954768928222,0.6953455571227081
126,0.2433366238894373,0.6953455571227081
127,0.24381800197823936,0.6953455571227081
128,0.24416873449131513,0.693935119887165
129,0.2456315526709935,0.693935119887165
130,0.24711200401808137,0.693935119887165
131,0.24798387096774194,0.693935119887165
132,0.24772036474164133,0.689703808180536
133,0.24771108850457782,0.68688293370945
134,0.24897750511247443,0.68688293370945
135,0.24961479198767333,0.685472496473907
136,0.25064466219700876,0.685472496473907
137,0.2514256091238984,0.6840620592383639
138,0.25117004680187205,0.6812411847672779
139,0.25182863113897597,0.6798307475317349
140,0.25262605042016806,0.6784203102961918
141,0.25356576862123614,0.6770098730606487
142,0.2534611288604899,0.6713681241184767
143,0.2546916890080429,0.6699576868829337
144,0.2548491379310345,0.6671368124118476
145,0.25487012987012986,0.6643159379407616
146,0.255573681348559,0.6629055007052186
147,0.2546549835706462,0.6558533145275035
148,0.2553659878921299,0.6544428772919605
149,0.25592939878654164,0.6544428772919605
150,0.2563817980022198,0.6516220028208745
151,0.2573981016192071,0.6502115655853314
152,0.2573033707865168,0.6459802538787024
153,0.2583380440927077,0.6445698166431594
154,0.2596590909090909,0.6445698166431594
155,0.2604464796794505,0.6417489421720733
156,0.26036866359447003,0.6375176304654443
157,0.261172373766686,0.6346967559943583
158,0.2619324796274738,0.6346967559943583
159,0.2613768961493582,0.6318758815232722
160,0.2626321974148061,0.6304654442877292
161,0.26210153482880755,0.6262341325811002
162,0.2623145400593472,0.6234132581100141
163,0.2625598086124402,0.6191819464033851
164,0.2629674306393245,0.614950634696756
165,0.263030303030303,0.61212976022567
166,0.26366950182260024,0.61212976022567
167,0.26364193746167996,0.6064880112834978
168,0.26354679802955666,0.6036671368124118
169,0.26377708978328174,0.6008462623413258
170,0.2630597014925373,0.5966149506346967
171,0.26358525921299186,0.5952045133991537
172,0.26490897677338354,0.5952045133991537
173,0.26561514195583596,0.5937940761636107
174,0.26679340937896073,0.5937940761636107
175,0.2681528662420382,0.5937940761636107
176,0.26952624839948786,0.5937940761636107
177,0.2709677419354839,0.5923836389280677
178,0.2716688227684347,0.5923836389280677
179,0.2723735408560311,0.5923836389280677
180,0.2729044834307992,0.5923836389280677
181,0.27332028701891714,0.5909732016925247
182,0.2738643844634628,0.5867418899858956
183,0.2746525479814692,0.5853314527503526
184,0.2745490981963928,0.5796897038081805
185,0.2759084791386272,0.5782792665726375
186,0.2761647535449021,0.5768688293370945
187,0.27611940298507465,0.5740479548660085
188,0.27527322404371585,0.5684062059238364
189,0.273474982864976,0.5627644569816643
190,0.27403846153846156,0.5627644569816643
191,0.2765072765072765,0.5627644569816643
192,0.2767732962447844,0.5613540197461213
193,0.2756454989532449,0.5571227080394923
194,0.27649122807017545,0.5557122708039492
195,0.2754237288135593,0.5500705218617772
196,0.2762784090909091,0.5486600846262342
197,0.27785714285714286,0.5486600846262342
198,0.2774982027318476,0.5444287729196051
199,0.27737752161383283,0.5430183356840621
200,0.27918781725888325,0.5430183356840621
201,0.27935813274981763,0.5401974612129761
202,0.2796486090775988,0.538787023977433
203,0.28046989720998533,0.538787023977433
204,0.2819188191881919,0.538787023977433
205,0.28317272053372866,0.538787023977433
