,fpr,tpr
0,0.0,0.0
1,0.00013227513227513228,0.0016339869281045752
2,0.00026455026455026457,0.0016339869281045752
3,0.0005291005291005291,0.0016339869281045752
4,0.0005291005291005291,0.0032679738562091504
5,0.0005291005291005291,0.008169934640522876
6,0.0006613756613756613,0.00980392156862745
7,0.0006613756613756613,0.011437908496732025
8,0.0006613756613756613,0.014705882352941176
9,0.0007936507936507937,0.017973856209150325
10,0.000925925925925926,0.0196078431372549
11,0.0013227513227513227,0.0196078431372549
12,0.0013227513227513227,0.021241830065359478
13,0.0015873015873015873,0.02287581699346405
14,0.002380952380952381,0.02287581699346405
15,0.002380952380952381,0.026143790849673203
16,0.00291005291005291,0.029411764705882353
17,0.0031746031746031746,0.03104575163398693
18,0.0035714285714285713,0.03104575163398693
19,0.0035714285714285713,0.03431372549019608
20,0.0035714285714285713,0.0392156862745098
21,0.003835978835978836,0.0392156862745098
22,0.004497354497354497,0.0457516339869281
23,0.004629629629629629,0.04738562091503268
24,0.005291005291005291,0.049019607843137254
25,0.005687830687830688,0.05228758169934641
26,0.005952380952380952,0.05228758169934641
27,0.006481481481481481,0.05555555555555555
28,0.0068783068783068784,0.06045751633986928
29,0.0070105820105820105,0.06372549019607843
30,0.00753968253968254,0.06862745098039216
31,0.007936507936507936,0.07679738562091504
32,0.0082010582010582,0.08006535947712418
33,0.008333333333333333,0.08006535947712418
34,0.008333333333333333,0.08660130718954248
35,0.008597883597883597,0.08986928104575163
36,0.009259259259259259,0.0915032679738562
37,0.010052910052910053,0.09313725490196079
38,0.010317460317460317,0.09640522875816994
39,0.010582010582010581,0.09803921568627451
40,0.011243386243386243,0.10620915032679738
41,0.011904761904761904,0.10947712418300654
42,0.012566137566137565,0.1111111111111111
43,0.013095238095238096,0.11274509803921569
44,0.013492063492063493,0.119281045751634
45,0.014021164021164021,0.12091503267973856
46,0.014285714285714285,0.12418300653594772
47,0.014682539682539682,0.12745098039215685
48,0.01521164021164021,0.12745098039215685
49,0.015873015873015872,0.13398692810457516
50,0.016534391534391533,0.13562091503267973
51,0.016931216931216932,0.14215686274509803
52,0.017328042328042328,0.1437908496732026
53,0.017724867724867723,0.14869281045751634
54,0.018386243386243385,0.14869281045751634
55,0.01904761904761905,0.15522875816993464
56,0.019444444444444445,0.15849673202614378
57,0.01984126984126984,0.16013071895424835
58,0.020634920634920634,0.17320261437908496
59,0.02142857142857143,0.17973856209150327
60,0.021693121693121695,0.1830065359477124
61,0.022354497354497356,0.18790849673202614
62,0.022354497354497356,0.19444444444444445
63,0.02367724867724868,0.2042483660130719
64,0.024074074074074074,0.20588235294117646
65,0.02433862433862434,0.21241830065359477
66,0.025264550264550264,0.22058823529411764
67,0.02552910052910053,0.23202614379084968
68,0.026322751322751324,0.24019607843137256
69,0.02738095238095238,0.2434640522875817
70,0.02738095238095238,0.24836601307189543
71,0.027777777777777776,0.25163398692810457
72,0.028174603174603175,0.2565359477124183
73,0.02896825396825397,0.2565359477124183
74,0.029365079365079365,0.2647058823529412
75,0.029894179894179893,0.27124183006535946
76,0.030291005291005292,0.27450980392156865
77,0.031613756613756615,0.2826797385620915
78,0.03214285714285714,0.2875816993464052
79,0.03293650793650794,0.2973856209150327
80,0.03373015873015873,0.3022875816993464
81,0.034656084656084656,0.31209150326797386
82,0.03558201058201058,0.31209150326797386
83,0.03597883597883598,0.31699346405228757
84,0.03597883597883598,0.32516339869281047
85,0.03677248677248677,0.3333333333333333
86,0.0373015873015873,0.3415032679738562
87,0.03835978835978836,0.3464052287581699
88,0.03981481481481482,0.35130718954248363
89,0.04047619047619048,0.3545751633986928
90,0.04206349206349207,0.35947712418300654
91,0.04259259259259259,0.3611111111111111
92,0.04325396825396825,0.3709150326797386
93,0.043915343915343914,0.3790849673202614
94,0.044576719576719576,0.380718954248366
95,0.04537037037037037,0.38235294117647056
96,0.046031746031746035,0.3888888888888889
97,0.04722222222222222,0.3937908496732026
98,0.047619047619047616,0.3937908496732026
99,0.04814814814814815,0.40522875816993464
100,0.049074074074074076,0.41013071895424835
101,0.049867724867724866,0.4215686274509804
102,0.05092592592592592,0.42810457516339867
103,0.051587301587301584,0.4362745098039216
104,0.05317460317460317,0.4493464052287582
105,0.05423280423280423,0.4526143790849673
106,0.05568783068783069,0.4542483660130719
107,0.056613756613756616,0.45751633986928103
108,0.0585978835978836,0.4624183006535948
109,0.05992063492063492,0.46895424836601307
110,0.060714285714285714,0.477124183006536
