,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09851922988891601,0.0021395195000477162,0.007084989547729492,0.0004963950075060911,True,0.0,,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.7432490078699792,0.7525519127315206,0.7570429464293724,0.7288934511565859,0.7193739751923832,0.7402222586759684,0.014192321306493191,30
1,0.4909366607666016,0.01918467867532309,0.029276418685913085,0.0017826013217487882,True,0.0,,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.8015579757120015,0.8035284395814459,0.8012718482853273,0.7584106033808633,0.7671020468701217,0.7863741827659518,0.019494273656954303,27
2,0.9776237487792969,0.03703046260596018,0.056943750381469725,0.0036001414513138785,True,0.0,,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.7992551759903791,0.81644016553665,0.8103105461566754,0.7735194173806975,0.7744978698751424,0.7948046349879088,0.017853638152742258,25
3,1.957875633239746,0.06619800997170322,0.11171164512634277,0.007050742617201954,True,0.0,,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.8007444887046947,0.8177722908639566,0.8100519492460465,0.7678693399119209,0.787828665687167,0.7968533468827571,0.017598089879749715,24
4,0.044412422180175784,0.0016033904552202867,0.0034574031829833984,0.00021739599596753504,True,0.0,5,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8623085222590313,0.879598304809125,0.8680969341759436,0.8139026644774425,0.8336957973566623,0.851520444615641,0.024134391605591922,10
5,0.2149369716644287,0.0058266471703680486,0.01083984375,0.0007719293412989331,True,0.0,5,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8662355017875478,0.8793268353228927,0.868185656042842,0.8214432790808676,0.8357355793538088,0.8541853703175917,0.021843746274876487,5
6,0.4139858245849609,0.01007296012379188,0.01976933479309082,0.0014061044236420765,True,0.0,5,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8665171579256398,0.8809241246104679,0.8714379501968981,0.820841218728188,0.8381033407601582,0.8555647584442705,0.022475035221862685,1
7,0.8375415325164794,0.014789241644078395,0.037743568420410156,0.002840385082452956,True,0.0,5,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8676532827842529,0.880278637873644,0.870880249867688,0.8199049374643844,0.8377040703863068,0.8552842356752552,0.022723142739552834,2
8,0.06580643653869629,0.0026867515008681298,0.004786062240600586,0.0003424690613293699,True,0.0,10,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8567364995059841,0.864764057174527,0.8554150333246621,0.8126640182892516,0.8242122553265414,0.8427583727241933,0.020442396500382792,16
9,0.327500581741333,0.005008705683267175,0.017435741424560548,0.001305280909580607,True,0.0,10,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.863376282168782,0.8763589238126528,0.8599612931583527,0.8186123674550697,0.835051964557738,0.8506721662305191,0.020877324319740743,11
