,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr,xgboost_fpr,xgboost_tpr
0,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07711531595858621,1.0,0.07717041800643087
1,0.4409722222222222,0.21883974727168293,0.8796296296296297,0.1218925421010425,0.9421296296296297,0.08372762806006995,0.9872685185185185,0.08698755863756884,0.9872685185185185,0.08698755863756884,0.9895833333333334,0.08266460408005415,0.9537037037037037,0.10393541876892028
2,0.41550925925925924,0.21055718475073315,0.8645833333333334,0.14307603907297453,0.9421296296296297,0.08396946564885496,0.9872685185185185,0.08723665371241562,0.9872685185185185,0.08723665371241562,0.9895833333333334,0.08268059181897303,0.9537037037037037,0.10407982821775925
3,0.41550925925925924,0.21080446271285966,0.8333333333333334,0.15960984260696076,0.9421296296296297,0.08414306388257184,0.9872685185185185,0.08739754098360655,0.9872685185185185,0.08739754098360655,0.9733796296296297,0.09703472943348333,0.9467592592592593,0.1055483870967742
4,0.41550925925925924,0.21105232216343328,0.8020833333333334,0.16976972072513474,0.9421296296296297,0.08435233160621762,0.9872685185185185,0.08760398480024648,0.9872685185185185,0.08760398480024648,0.9733796296296297,0.0971243792585749,0.9467592592592593,0.10561652679147837
5,0.41550925925925924,0.21305637982195846,0.7858796296296297,0.18010610079575598,0.9421296296296297,0.08459779671585949,0.9872685185185185,0.0878475798146241,0.9872685185185185,0.0878475798146241,0.9722222222222222,0.09712105445716268,0.9467592592592593,0.10576674424618568
6,0.41550925925925924,0.2158749248346362,0.7662037037037037,0.18737616756297765,0.9421296296296297,0.08460658975158507,0.9872685185185185,0.08785662787104748,0.9872685185185185,0.08785662787104748,0.9722222222222222,0.09722222222222222,0.9467592592592593,0.10583516625695433
7,0.41550925925925924,0.21665660832830416,0.7523148148148148,0.19408778739922364,0.9421296296296297,0.08511083228774571,0.9872685185185185,0.08834800621439669,0.9872685185185185,0.08834800621439669,0.9722222222222222,0.09730105409475269,0.9467592592592593,0.10584886128364389
8,0.41550925925925924,0.21691842900302113,0.7418981481481481,0.20037511722413254,0.9328703703703703,0.08459277917716204,0.9837962962962963,0.08825667116602637,0.9837962962962963,0.08825667116602637,0.9722222222222222,0.09732360097323602,0.9363425925925926,0.11062491453575823
9,0.41550925925925924,0.2181044957472661,0.7314814814814815,0.20599739243807041,0.9328703703703703,0.08468165581004412,0.9837962962962963,0.08833004260625585,0.9837962962962963,0.08833004260625585,0.9722222222222222,0.09927904503013828,0.9351851851851852,0.11057889694813193
10,0.41550925925925924,0.22339763534536403,0.7268518518518519,0.2123774095366926,0.9328703703703703,0.08475289169295479,0.9837962962962963,0.08840353614144565,0.9837962962962963,0.08840353614144565,0.9722222222222222,0.09929078014184398,0.9351851851851852,0.1106091718001369
11,0.41550925925925924,0.2236760124610592,0.7222222222222222,0.2180293501048218,0.9328703703703703,0.08487784330244313,0.9837962962962963,0.08852322432826494,0.9837962962962963,0.08852322432826494,0.9722222222222222,0.09945536348567369,0.9351851851851852,0.11070009590354843
12,0.41550925925925924,0.224375,0.7175925925925926,0.2223816355810617,0.9178240740740741,0.08395976707252514,0.9837962962962963,0.08882850872609468,0.9837962962962963,0.08882850872609468,0.9722222222222222,0.09950248756218906,0.9351851851851852,0.11071526445601534
13,0.41550925925925924,0.2247964934251722,0.7118055555555556,0.22635259477364741,0.9178240740740741,0.08406657479062865,0.9837962962962963,0.08894004394684524,0.9837962962962963,0.08894004394684524,0.9722222222222222,0.09957325746799431,0.9351851851851852,0.11137146795313577
14,0.41550925925925924,0.22578616352201258,0.7071759259259259,0.23004518072289157,0.9166666666666666,0.08401400233372229,0.9837962962962963,0.08898659966499163,0.9837962962962963,0.08898659966499163,0.9722222222222222,0.0995850622406639,0.9247685185185185,0.11875743162901307
15,0.41550925925925924,0.2272151898734177,0.7048611111111112,0.23595505617977527,0.9166666666666666,0.08409428753450839,0.9837962962962963,0.08905185961236249,0.9837962962962963,0.08905185961236249,0.96875,0.0998211091234347,0.9247685185185185,0.11881040892193309
16,0.4131944444444444,0.22753346080305928,0.7025462962962963,0.2401107594936709,0.9166666666666666,0.08410321758521823,0.9837962962962963,0.08906119027661358,0.9837962962962963,0.08906119027661358,0.96875,0.09996417054819061,0.9247685185185185,0.1195034400239306
17,0.4131944444444444,0.22826086956521738,0.6979166666666666,0.24403075677863215,0.9166666666666666,0.0843360664465978,0.9837962962962963,0.08930447573019541,0.9837962962962963,0.08930447573019541,0.96875,0.10015555821467034,0.9247685185185185,0.11952131637995513
18,0.4131944444444444,0.23121761658031087,0.6956018518518519,0.24763081994231562,0.9166666666666666,0.08449802624559906,0.9837962962962963,0.08947368421052632,0.9837962962962963,0.08947368421052632,0.9675925925925926,0.10196365410415904,0.9236111111111112,0.11992786293958521
19,0.4131944444444444,0.23196881091617932,0.6921296296296297,0.25094418799832147,0.9155092592592593,0.0845808383233533,0.9837962962962963,0.08963408204154803,0.9837962962962963,0.08963408204154803,0.9675925925925926,0.10198853238989875,0.9236111111111112,0.11996392062537582
20,0.4131944444444444,0.23517786561264822,0.6863425925925926,0.2534188034188034,0.9143518518518519,0.08476394849785408,0.9837962962962963,0.08989001692047377,0.9837962962962963,0.08989001692047377,0.9675925925925926,0.10205078125,0.9236111111111112,0.12
21,0.4131944444444444,0.23736702127659576,0.6817129629629629,0.25664488017429193,0.9143518518518519,0.0849827882960413,0.9837962962962963,0.09007099713892126,0.9837962962962963,0.09007099713892126,0.9675925925925926,0.10206324014161886,0.9212962962962963,0.11980734497290789
22,0.4131944444444444,0.23768308921438083,0.6793981481481481,0.2597345132743363,0.9143518518518519,0.085065144826101,0.9837962962962963,0.09015697921086127,0.9837962962962963,0.09015697921086127,0.9675925925925926,0.10215053763440861,0.9212962962962963,0.1220671676123294
23,0.4131944444444444,0.24170616113744076,0.6747685185185185,0.26332429990966577,0.9143518518518519,0.08511096746390864,0.9837962962962963,0.09020481799851428,0.9837962962962963,0.09020481799851428,0.9675925925925926,0.1022129844724294,0.9212962962962963,0.12217958557175748
24,0.4131944444444444,0.2441860465116279,0.6712962962962963,0.2654462242562929,0.9143518518518519,0.08512931034482758,0.9837962962962963,0.0902239677316633,0.9837962962962963,0.0902239677316633,0.9675925925925926,0.1022504892367906,0.9143518518518519,0.1264404609475032
25,0.4131944444444444,0.24519230769230768,0.6631944444444444,0.26738217452169855,0.9143518518518519,0.08524873205999785,0.9837962962962963,0.09034863945578231,0.9837962962962963,0.09034863945578231,0.9675925925925926,0.10241332843317408,0.9131944444444444,0.12717601547388782
