,fit_time,score_time,estimator,test_score,coefs
0,0.012411117553710938,0.001615762710571289,LogisticRegression(),0.8724447646493757,[[1.27063122 2.51891921 1.76387876]]
1,0.008813858032226562,0.0014009475708007812,LogisticRegression(),0.824086842578739,[[1.14429333 2.75210192 1.56307074]]
2,0.008467912673950195,0.0014472007751464844,LogisticRegression(),0.8183049539814881,[[1.14177523 2.76877185 1.64175287]]
3,0.008176088333129883,0.0013201236724853516,LogisticRegression(),0.861523560266164,[[1.27876816 2.55006753 1.75633764]]
4,0.01104736328125,0.0012137889862060547,LogisticRegression(),0.8649284539464375,[[1.11679069 2.65125957 1.75257143]]
