,fit_time,score_time,estimator,test_score,coefs
0,0.10862398147583008,0.005591630935668945,LinearRegression(),0.8518125300445119,[0.16781477 0.2872967  0.28286754]
1,0.006107807159423828,0.0057756900787353516,LinearRegression(),0.8813724567487409,[0.21441789 0.26455769 0.23217896]
2,0.00590968132019043,0.005947113037109375,LinearRegression(),0.86286942655787,[0.19788521 0.2751208  0.26753683]
3,0.005976676940917969,0.0057811737060546875,LinearRegression(),0.8565319455919684,[0.2129966  0.27534723 0.25778316]
4,0.005853414535522461,0.005968809127807617,LinearRegression(),0.8660847480968348,[0.19875147 0.25968248 0.24088042]
