,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002025658338960162,0.020833333333333332,0.002025658338960162,0.03356481481481482,0.0023150381016687565,0.01273148148148148,9.645992090286486e-05,0.0,9.645992090286486e-05,0.0,0.0,0.0011574074074074073
2,0.002122118259863027,0.02199074074074074,0.009260152406675026,0.11574074074074074,0.0026044178643773513,0.01273148148148148,9.645992090286486e-05,0.0011574074074074073,9.645992090286486e-05,0.0011574074074074073,0.0,0.0023148148148148147
3,0.0023150381016687565,0.02199074074074074,0.01581942702806984,0.18171296296296297,0.0026044178643773513,0.017361111111111112,0.00019291984180572972,0.0011574074074074073,0.00019291984180572972,0.0011574074074074073,0.00019291984180572972,0.0023148148148148147
4,0.0024114980225716214,0.02199074074074074,0.02025658338960162,0.24189814814814814,0.0027973377061830808,0.017361111111111112,0.00019291984180572972,0.003472222222222222,0.00019291984180572972,0.003472222222222222,0.00019291984180572972,0.005787037037037037
5,0.0024114980225716214,0.023148148148148147,0.02382560046300762,0.2824074074074074,0.0027973377061830808,0.018518518518518517,0.00028937976270859456,0.003472222222222222,0.00038583968361145945,0.003472222222222222,0.00038583968361145945,0.005787037037037037
6,0.0025079579434744864,0.023148148148148147,0.02758753737821935,0.3020833333333333,0.003569017073406,0.018518518518518517,0.00028937976270859456,0.004629629629629629,0.00038583968361145945,0.004629629629629629,0.00038583968361145945,0.006944444444444444
7,0.0027973377061830808,0.023148148148148147,0.03057779492620816,0.32407407407407407,0.003569017073406,0.019675925925925927,0.0005787595254171891,0.004629629629629629,0.0005787595254171891,0.004629629629629629,0.0004822996045143243,0.006944444444444444
8,0.0029902575479888106,0.023148148148148147,0.03279637310697405,0.3472222222222222,0.0037619369152117293,0.019675925925925927,0.0005787595254171891,0.005787037037037037,0.0005787595254171891,0.005787037037037037,0.0004822996045143243,0.009259259259259259
9,0.00337609723160027,0.02546296296296296,0.03453265168322562,0.36342592592592593,0.0037619369152117293,0.020833333333333332,0.0009645992090286486,0.005787037037037037,0.0009645992090286486,0.005787037037037037,0.0008681392881257837,0.009259259259259259
10,0.003472557152503135,0.028935185185185185,0.036654769943088646,0.3761574074074074,0.0038583968361145943,0.020833333333333332,0.0009645992090286486,0.009259259259259259,0.0009645992090286486,0.009259259259259259,0.0008681392881257837,0.011574074074074073
11,0.003569017073406,0.028935185185185185,0.039259187807466,0.38657407407407407,0.0038583968361145943,0.02199074074074074,0.0010610591299315135,0.009259259259259259,0.0010610591299315135,0.009259259259259259,0.0012539789717372432,0.011574074074074073
12,0.003569017073406,0.032407407407407406,0.04109192630462043,0.40046296296296297,0.00395485675701746,0.02199074074074074,0.0010610591299315135,0.010416666666666666,0.0010610591299315135,0.011574074074074073,0.0012539789717372432,0.013888888888888888
13,0.003569017073406,0.03356481481481482,0.043021124722677724,0.4131944444444444,0.00395485675701746,0.023148148148148147,0.0011575190508343782,0.010416666666666666,0.0012539789717372432,0.011574074074074073,0.0013504388926401081,0.013888888888888888
14,0.0038583968361145943,0.03356481481481482,0.04504678306163789,0.4201388888888889,0.0043406964406289186,0.023148148148148147,0.0011575190508343782,0.011574074074074073,0.0012539789717372432,0.013888888888888888,0.0013504388926401081,0.015046296296296295
15,0.00395485675701746,0.034722222222222224,0.04687952155879232,0.42939814814814814,0.0043406964406289186,0.02546296296296296,0.0013504388926401081,0.011574074074074073,0.0014468988135429729,0.013888888888888888,0.0015433587344458378,0.015046296296296295
16,0.004147776598823189,0.03587962962962963,0.04842288029323816,0.4375,0.0045336162824346484,0.02546296296296296,0.0013504388926401081,0.01273148148148148,0.0014468988135429729,0.016203703703703703,0.0015433587344458378,0.017361111111111112
17,0.0045336162824346484,0.03587962962962963,0.05102729815761551,0.4444444444444444,0.0045336162824346484,0.02662037037037037,0.0014468988135429729,0.01273148148148148,0.0016398186553487025,0.016203703703703703,0.0017362785762515675,0.017361111111111112
18,0.004630076203337513,0.03587962962962963,0.052860036654769946,0.45023148148148145,0.005498215491463297,0.02662037037037037,0.0014468988135429729,0.013888888888888888,0.0016398186553487025,0.017361111111111112,0.0017362785762515675,0.018518518518518517
19,0.005015915886948973,0.03587962962962963,0.05478923507282724,0.4548611111111111,0.005498215491463297,0.027777777777777776,0.0015433587344458378,0.013888888888888888,0.002122118259863027,0.017361111111111112,0.0018327384971544324,0.018518518518518517
20,0.005112375807851837,0.03587962962962963,0.056139673965467346,0.46412037037037035,0.005787595254171891,0.027777777777777776,0.0015433587344458378,0.019675925925925927,0.002122118259863027,0.018518518518518517,0.0018327384971544324,0.019675925925925927
21,0.005305295649657567,0.03587962962962963,0.05806887238352464,0.4710648148148148,0.005787595254171891,0.028935185185185185,0.0016398186553487025,0.019675925925925927,0.0025079579434744864,0.018518518518518517,0.0019291984180572971,0.019675925925925927
22,0.005305295649657567,0.037037037037037035,0.060480370406096266,0.47800925925925924,0.006173434937783351,0.028935185185185185,0.0016398186553487025,0.020833333333333332,0.0025079579434744864,0.020833333333333332,0.0019291984180572971,0.02199074074074074
23,0.006366354779589081,0.037037037037037035,0.06173434937783351,0.4837962962962963,0.006173434937783351,0.03009259259259259,0.0017362785762515675,0.020833333333333332,0.0027008777852802163,0.020833333333333332,0.002025658338960162,0.02199074074074074
24,0.00675219446320054,0.03819444444444445,0.06279540850776502,0.4861111111111111,0.006269894858686216,0.03009259259259259,0.0017362785762515675,0.02199074074074074,0.0027008777852802163,0.02546296296296296,0.002025658338960162,0.02546296296296296
25,0.006848654384103405,0.03819444444444445,0.06453168708401659,0.49189814814814814,0.006269894858686216,0.03125,0.0018327384971544324,0.02199074074074074,0.0027973377061830808,0.02546296296296296,0.002122118259863027,0.02546296296296296
26,0.006848654384103405,0.04282407407407408,0.0658821259766567,0.4976851851851852,0.006848654384103405,0.03125,0.0018327384971544324,0.023148148148148147,0.0027973377061830808,0.02662037037037037,0.002122118259863027,0.02662037037037037
27,0.00694511430500627,0.04282407407407408,0.06761840455290827,0.5011574074074074,0.006848654384103405,0.032407407407407406,0.002218578180765892,0.023148148148148147,0.0028937976270859457,0.02662037037037037,0.002218578180765892,0.02662037037037037
28,0.00733095398861773,0.04282407407407408,0.06848654384103404,0.5069444444444444,0.00733095398861773,0.032407407407407406,0.002218578180765892,0.024305555555555556,0.0028937976270859457,0.027777777777777776,0.002218578180765892,0.032407407407407406
29,0.007523873830423459,0.04398148148148148,0.07031928233818849,0.5081018518518519,0.00733095398861773,0.034722222222222224,0.0028937976270859457,0.024305555555555556,0.0031831773897945405,0.027777777777777776,0.0023150381016687565,0.032407407407407406
