,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr,nueralnet_fpr,nueralnet_tpr,xgboost_fpr,xgboost_tpr
0,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.07692992609740895,1.0,0.0774957395282088
1,0.4409722222222222,0.21883974727168293,0.8796296296296297,0.1218925421010425,0.9421296296296297,0.08372762806006995,0.9872685185185185,0.08698755863756884,0.9872685185185185,0.08698755863756884,0.6921296296296297,0.14613880742913002,0.9872685185185185,0.08698755863756884,0.9988425925925926,0.07746858168761221
2,0.41550925925925924,0.21055718475073315,0.8645833333333334,0.14307603907297453,0.9421296296296297,0.08396946564885496,0.9872685185185185,0.08723665371241562,0.9872685185185185,0.08723665371241562,0.6921296296296297,0.146174529454901,0.9872685185185185,0.08723665371241562,0.9988425925925926,0.0774755364036269
3,0.41550925925925924,0.21080446271285966,0.8333333333333334,0.15960984260696076,0.9421296296296297,0.08414306388257184,0.9872685185185185,0.08739754098360655,0.9872685185185185,0.08739754098360655,0.6909722222222222,0.14600146735143066,0.9872685185185185,0.08739754098360655,0.9988425925925926,0.0775172909368544
4,0.41550925925925924,0.21105232216343328,0.8020833333333334,0.16976972072513474,0.9421296296296297,0.08435233160621762,0.9872685185185185,0.08760398480024648,0.9872685185185185,0.08760398480024648,0.6909722222222222,0.14614443084455325,0.9872685185185185,0.08760398480024648,0.9988425925925926,0.07752425440172475
5,0.41550925925925924,0.21305637982195846,0.7858796296296297,0.18010610079575598,0.9421296296296297,0.08459779671585949,0.9872685185185185,0.0878475798146241,0.9872685185185185,0.0878475798146241,0.6782407407407407,0.22030075187969925,0.9872685185185185,0.0878475798146241,0.9988425925925926,0.07758698192933561
6,0.41550925925925924,0.2158749248346362,0.7662037037037037,0.18737616756297765,0.9421296296296297,0.08460658975158507,0.9872685185185185,0.08785662787104748,0.9872685185185185,0.08785662787104748,0.6759259259259259,0.2199623352165725,0.9872685185185185,0.08785662787104748,0.9988425925925926,0.07761489342566777
7,0.41550925925925924,0.21665660832830416,0.7523148148148148,0.19408778739922364,0.9421296296296297,0.08511083228774571,0.9872685185185185,0.08834800621439669,0.9872685185185185,0.08834800621439669,0.6354166666666666,0.23193916349809887,0.9872685185185185,0.08834800621439669,0.9988425925925926,0.07762187443784853
8,0.41550925925925924,0.21691842900302113,0.7418981481481481,0.20037511722413254,0.9328703703703703,0.08459277917716204,0.9837962962962963,0.08825667116602637,0.9837962962962963,0.08825667116602637,0.6354166666666666,0.23371647509578544,0.9837962962962963,0.08825667116602637,0.9988425925925926,0.07762885670594585
9,0.41550925925925924,0.2181044957472661,0.7314814814814815,0.20599739243807041,0.9328703703703703,0.08468165581004412,0.9837962962962963,0.08833004260625585,0.9837962962962963,0.08833004260625585,0.6087962962962963,0.24106324472960586,0.9837962962962963,0.08833004260625585,0.9988425925925926,0.07763584023029867
10,0.41550925925925924,0.22339763534536403,0.7268518518518519,0.2123774095366926,0.9328703703703703,0.08475289169295479,0.9837962962962963,0.08840353614144565,0.9837962962962963,0.08840353614144565,0.5902777777777778,0.24793388429752067,0.9837962962962963,0.08840353614144565,0.9988425925925926,0.07764981104912723
11,0.41550925925925924,0.2236760124610592,0.7222222222222222,0.2180293501048218,0.9328703703703703,0.08487784330244313,0.9837962962962963,0.08852322432826494,0.9837962962962963,0.08852322432826494,0.5775462962962963,0.25524296675191815,0.9837962962962963,0.08852322432826494,0.9988425925925926,0.07765679834428148
12,0.41550925925925924,0.224375,0.7175925925925926,0.2223816355810617,0.9178240740740741,0.08395976707252514,0.9837962962962963,0.08882850872609468,0.9837962962962963,0.08882850872609468,0.5775462962962963,0.2553735926305015,0.9837962962962963,0.08882850872609468,0.9988425925925926,0.07793732502483519
13,0.41550925925925924,0.2247964934251722,0.7118055555555556,0.22635259477364741,0.9178240740740741,0.08406657479062865,0.9837962962962963,0.08894004394684524,0.9837962962962963,0.08894004394684524,0.5625,0.26058981233243966,0.9837962962962963,0.08894004394684524,0.9988425925925926,0.07794436416184972
14,0.41550925925925924,0.22578616352201258,0.7071759259259259,0.23004518072289157,0.9166666666666666,0.08401400233372229,0.9837962962962963,0.08898659966499163,0.9837962962962963,0.08898659966499163,0.5625,0.2608695652173913,0.9837962962962963,0.08898659966499163,0.9988425925925926,0.07797253342970727
15,0.41550925925925924,0.2272151898734177,0.7048611111111112,0.23595505617977527,0.9166666666666666,0.08409428753450839,0.9837962962962963,0.08905185961236249,0.9837962962962963,0.08905185961236249,0.5439814814814815,0.26330532212885155,0.9837962962962963,0.08905185961236249,0.9988425925925926,0.07797957892834553
16,0.4131944444444444,0.22753346080305928,0.7025462962962963,0.2401107594936709,0.9166666666666666,0.08410321758521823,0.9837962962962963,0.08906119027661358,0.9837962962962963,0.08906119027661358,0.5277777777777778,0.26496223126089485,0.9837962962962963,0.08906119027661358,0.9988425925925926,0.07800777365994757
17,0.4131944444444444,0.22826086956521738,0.6979166666666666,0.24403075677863215,0.9166666666666666,0.0843360664465978,0.9837962962962963,0.08930447573019541,0.9837962962962963,0.08930447573019541,0.5150462962962963,0.2661483253588517,0.9837962962962963,0.08930447573019541,0.9988425925925926,0.07801482552883746
18,0.4131944444444444,0.23121761658031087,0.6956018518518519,0.24763081994231562,0.9166666666666666,0.08449802624559906,0.9837962962962963,0.08947368421052632,0.9837962962962963,0.08947368421052632,0.5150462962962963,0.2666267225883763,0.9837962962962963,0.08947368421052632,0.9976851851851852,0.07819303338171263
19,0.4131944444444444,0.23196881091617932,0.6921296296296297,0.25094418799832147,0.9155092592592593,0.0845808383233533,0.9837962962962963,0.08963408204154803,0.9837962962962963,0.08963408204154803,0.5023148148148148,0.26873065015479874,0.9837962962962963,0.08963408204154803,0.9976851851851852,0.07820722191979677
20,0.4131944444444444,0.23517786561264822,0.6863425925925926,0.2534188034188034,0.9143518518518519,0.08476394849785408,0.9837962962962963,0.08989001692047377,0.9837962962962963,0.08989001692047377,0.5,0.26782393056416615,0.9837962962962963,0.08989001692047377,0.9976851851851852,0.07821431811995282
21,0.4131944444444444,0.23736702127659576,0.6817129629629629,0.25664488017429193,0.9143518518518519,0.0849827882960413,0.9837962962962963,0.09007099713892126,0.9837962962962963,0.09007099713892126,0.49074074074074076,0.2698917886696372,0.9837962962962963,0.09007099713892126,0.9976851851851852,0.07822141560798548
22,0.4131944444444444,0.23768308921438083,0.6793981481481481,0.2597345132743363,0.9143518518518519,0.085065144826101,0.9837962962962963,0.09015697921086127,0.9837962962962963,0.09015697921086127,0.47800925925925924,0.27350993377483446,0.9837962962962963,0.09015697921086127,0.9930555555555556,0.07865786578657866
23,0.4131944444444444,0.24170616113744076,0.6747685185185185,0.26332429990966577,0.9143518518518519,0.08511096746390864,0.9837962962962963,0.09020481799851428,0.9837962962962963,0.09020481799851428,0.47800925925925924,0.27478376580172986,0.9837962962962963,0.09020481799851428,0.9930555555555556,0.07873004220957974
24,0.4131944444444444,0.2441860465116279,0.6712962962962963,0.2654462242562929,0.9143518518518519,0.08512931034482758,0.9837962962962963,0.0902239677316633,0.9837962962962963,0.0902239677316633,0.4675925925925926,0.2786206896551724,0.9837962962962963,0.0902239677316633,0.9930555555555556,0.07873726713774433
25,0.4131944444444444,0.24519230769230768,0.6631944444444444,0.26738217452169855,0.9143518518518519,0.08524873205999785,0.9837962962962963,0.09034863945578231,0.9837962962962963,0.09034863945578231,0.4583333333333333,0.27926657263751764,0.9837962962962963,0.09034863945578231,0.9930555555555556,0.07874449339207049
26,0.4131944444444444,0.24586776859504134,0.6550925925925926,0.26837363679468945,0.9143518518518519,0.08542387543252596,0.9837962962962963,0.09045440034053422,0.9837962962962963,0.09045440034053422,0.45023148148148145,0.2808664259927798,0.9837962962962963,0.09045440034053422,0.9930555555555556,0.07875172097292336
27,0.4131944444444444,0.24757281553398058,0.6527777777777778,0.27206946454413894,0.9143518518518519,0.08556265569154121,0.9837962962962963,0.09057005860415557,0.9837962962962963,0.09057005860415557,0.45023148148148145,0.2833211944646759,0.9837962962962963,0.09057005860415557,0.9930555555555556,0.07876618011567062
28,0.4131944444444444,0.2477446217904233,0.6516203703703703,0.2745002437835202,0.9143518518518519,0.0856925913873522,0.9837962962962963,0.09068601301611011,0.9837962962962963,0.09068601301611011,0.4409722222222222,0.2851796407185629,0.9837962962962963,0.09068601301611011,0.9930555555555556,0.07877341167829599
29,0.41203703703703703,0.2491252624212736,0.6469907407407407,0.27728174603174605,0.9131944444444444,0.0856863596872285,0.9837962962962963,0.09078286873865214,0.9837962962962963,0.09078286873865214,0.43287037037037035,0.2872503840245776,0.9837962962962963,0.09078286873865214,0.9837962962962963,0.0787693448243907
30,0.41203703703703703,0.25052779732582686,0.6458333333333334,0.2804020100502513,0.90625,0.08518276762402088,0.9814814814814815,0.09067579127459367,0.9814814814814815,0.09067579127459367,0.43287037037037035,0.2876923076923077,0.9814814814814815,0.09067579127459367,0.9814814814814815,0.0793784517457643
31,0.41203703703703703,0.25105782792665726,0.6435185185185185,0.2843989769820972,0.90625,0.08522912811581583,0.9814814814814815,0.0907048882233394,0.9814814814814815,0.0907048882233394,0.42476851851851855,0.2894321766561514,0.9814814814814815,0.0907048882233394,0.9814814814814815,0.07939331523265612
32,0.41203703703703703,0.2523033309709426,0.6388888888888888,0.2875,0.90625,0.08535920636651041,0.9814814814814815,0.09077285377863413,0.9814814814814815,0.09077285377863413,0.4097222222222222,0.2885085574572127,0.9814814814814815,0.09077285377863413,0.9814814814814815,0.07989447899001319
33,0.41203703703703703,0.2526614620298084,0.6365740740740741,0.29239766081871343,0.90625,0.08541507581542489,0.9814814814814815,0.09082146299667987,0.9814814814814815,0.09082146299667987,0.39814814814814814,0.28738512949039263,0.9814814814814815,0.09082146299667987,0.9814814814814815,0.08000754788187565
34,0.41203703703703703,0.2559309849029475,0.6342592592592593,0.29557713052858686,0.90625,0.08547101844776771,0.9814814814814815,0.09087986282284857,0.9814814814814815,0.09087986282284857,0.39814814814814814,0.28859060402684567,0.9814814814814815,0.09087986282284857,0.9548611111111112,0.10512232415902141
35,0.41087962962962965,0.2563176895306859,0.6331018518518519,0.29809264305177113,0.90625,0.08551769331585846,0.9814814814814815,0.09092858674672957,0.9814814814814815,0.09092858674672957,0.38425925925925924,0.2884448305821025,0.9814814814814815,0.09092858674672957,0.9548611111111112,0.10513572065757615
36,0.41087962962962965,0.2565028901734104,0.6261574074074074,0.2990602542841349,0.90625,0.08567676988729621,0.9814814814814815,0.09108485499462943,0.9814814814814815,0.09108485499462943,0.375,0.288,0.9814814814814815,0.09108485499462943,0.9548611111111112,0.10516252390057361
37,0.41087962962962965,0.25836972343522563,0.6226851851851852,0.3015695067264574,0.90625,0.08578941601840692,0.9814814814814815,0.09117299215138157,0.9814814814814815,0.09117299215138157,0.36921296296296297,0.29,0.9814814814814815,0.09117299215138157,0.9548611111111112,0.10517593064762876
38,0.41087962962962965,0.2589350838803793,0.6215277777777778,0.30459444129325014,0.9039351851851852,0.08568294020844762,0.9791666666666666,0.09105586051017113,0.9791666666666666,0.09105586051017113,0.3611111111111111,0.2891566265060241,0.9791666666666666,0.09105586051017113,0.9548611111111112,0.10520275439938791
39,0.41087962962962965,0.25969275786393564,0.6203703703703703,0.30716332378223493,0.9039351851851852,0.08573937863651333,0.9791666666666666,0.09111470113085622,0.9791666666666666,0.09111470113085622,0.35300925925925924,0.28773584905660377,0.9791666666666666,0.09111470113085622,0.9513888888888888,0.10547927627357885
40,0.41087962962962965,0.26064610866372984,0.6157407407407407,0.30751445086705204,0.8993055555555556,0.08544095007697383,0.9780092592592593,0.09110512129380054,0.9780092592592593,0.09110512129380054,0.34375,0.28640308582449375,0.9780092592592593,0.09110512129380054,0.9513888888888888,0.10549281314168378
41,0.41087962962962965,0.2625739644970414,0.6111111111111112,0.30985915492957744,0.8981481481481481,0.08554734869363907,0.9780092592592593,0.09128227287458139,0.9780092592592593,0.09128227287458139,0.3333333333333333,0.2826300294406281,0.9780092592592593,0.09128227287458139,0.9513888888888888,0.10554699537750385
42,0.41087962962962965,0.26413690476190477,0.6099537037037037,0.3120189461219657,0.8981481481481481,0.0855850887835006,0.9780092592592593,0.09132173349184049,0.9780092592592593,0.09132173349184049,0.33217592592592593,0.2819253438113949,0.9780092592592593,0.09132173349184049,0.9513888888888888,0.10639399430494434
